ELEMENT,DISTRICTE,BARRI,CODI_BARRI,ANY_ALTA,MES_ALTA_NOM,RECOMPTE,POBLACIO_HOMES,POBLACIO_DONES,POBLACIO_TOTAL,SUPERFICIE_TERRITORI,SUPERFICIE_RESIDENCIAL,TEMPERATURA,PRECIPITACIONS
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Juliol,36,7612,8683,16295,35.4,13.3,25.5,6.2
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Juny,29,7612,8683,16295,35.4,13.3,23.4,39.8
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Maig,11,7612,8683,16295,35.4,13.3,18.1,46.5
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Març,7,7612,8683,16295,35.4,13.3,14.1,1.0
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Novembre,15,7612,8683,16295,35.4,13.3,14.8,3.7
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Octubre,26,7612,8683,16295,35.4,13.3,20.2,29.2
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2023,Setembre,16,7612,8683,16295,35.4,13.3,23.2,50.4
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Abril,9,7872,8948,16820,35.4,13.3,15.0,94.5
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Agost,12,7872,8948,16820,35.4,13.3,26.9,17.6
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Desembre,10,7872,8948,16820,35.4,13.3,10.4,38.4
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Febrer,5,7872,8948,16820,35.4,13.3,13.4,27.8
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Gener,11,7872,8948,16820,35.4,13.3,11.1,26.8
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Juliol,14,7872,8948,16820,35.4,13.3,25.8,33.4
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Juny,19,7872,8948,16820,35.4,13.3,21.3,74.7
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Maig,7,7872,8948,16820,35.4,13.3,18.2,29.6
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Març,4,7872,8948,16820,35.4,13.3,13.1,87.9
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Novembre,14,7872,8948,16820,35.4,13.3,14.8,54.3
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Octubre,7,7872,8948,16820,35.4,13.3,18.2,118.5
Neteja carrers i/o places,Nou Barris,el Turó de la Peira,46,2024,Setembre,8,7872,8948,16820,35.4,13.3,20.8,70.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Abril,18,7062,8203,15265,61.2,22.05,16.1,36.0
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Agost,28,7062,8203,15265,61.2,22.05,26.0,44.6
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Desembre,32,7062,8203,15265,61.2,22.05,12.1,2.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Febrer,17,7062,8203,15265,61.2,22.05,10.3,40.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Gener,26,7062,8203,15265,61.2,22.05,9.2,8.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Juliol,39,7062,8203,15265,61.2,22.05,25.5,6.2
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Juny,15,7062,8203,15265,61.2,22.05,23.4,39.8
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Maig,13,7062,8203,15265,61.2,22.05,18.1,46.5
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Març,20,7062,8203,15265,61.2,22.05,14.1,1.0
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Novembre,13,7062,8203,15265,61.2,22.05,14.8,3.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Octubre,17,7062,8203,15265,61.2,22.05,20.2,29.2
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2023,Setembre,23,7062,8203,15265,61.2,22.05,23.2,50.4
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Abril,18,7123,8250,15373,61.2,22.05,15.0,94.5
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Agost,13,7123,8250,15373,61.2,22.05,26.9,17.6
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Desembre,21,7123,8250,15373,61.2,22.05,10.4,38.4
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Febrer,15,7123,8250,15373,61.2,22.05,13.4,27.8
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Gener,15,7123,8250,15373,61.2,22.05,11.1,26.8
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Juliol,21,7123,8250,15373,61.2,22.05,25.8,33.4
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Juny,6,7123,8250,15373,61.2,22.05,21.3,74.7
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Maig,5,7123,8250,15373,61.2,22.05,18.2,29.6
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Març,7,7123,8250,15373,61.2,22.05,13.1,87.9
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Novembre,25,7123,8250,15373,61.2,22.05,14.8,54.3
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Octubre,12,7123,8250,15373,61.2,22.05,18.2,118.5
Neteja carrers i/o places,Nou Barris,la Guineueta,48,2024,Setembre,14,7123,8250,15373,61.2,22.05,20.8,70.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Abril,22,12479,14185,26664,59.1,27.068,16.1,36.0
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Agost,27,12479,14185,26664,59.1,27.068,26.0,44.6
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Desembre,11,12479,14185,26664,59.1,27.068,12.1,2.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Febrer,30,12479,14185,26664,59.1,27.068,10.3,40.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Gener,45,12479,14185,26664,59.1,27.068,9.2,8.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Juliol,40,12479,14185,26664,59.1,27.068,25.5,6.2
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Juny,47,12479,14185,26664,59.1,27.068,23.4,39.8
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Maig,14,12479,14185,26664,59.1,27.068,18.1,46.5
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Març,16,12479,14185,26664,59.1,27.068,14.1,1.0
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Novembre,13,12479,14185,26664,59.1,27.068,14.8,3.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Octubre,22,12479,14185,26664,59.1,27.068,20.2,29.2
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2023,Setembre,36,12479,14185,26664,59.1,27.068,23.2,50.4
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Abril,8,12779,14512,27291,59.1,27.068,15.0,94.5
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Agost,30,12779,14512,27291,59.1,27.068,26.9,17.6
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Desembre,16,12779,14512,27291,59.1,27.068,10.4,38.4
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Febrer,7,12779,14512,27291,59.1,27.068,13.4,27.8
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Gener,14,12779,14512,27291,59.1,27.068,11.1,26.8
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Juliol,16,12779,14512,27291,59.1,27.068,25.8,33.4
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Juny,19,12779,14512,27291,59.1,27.068,21.3,74.7
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Maig,13,12779,14512,27291,59.1,27.068,18.2,29.6
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Març,12,12779,14512,27291,59.1,27.068,13.1,87.9
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Novembre,12,12779,14512,27291,59.1,27.068,14.8,54.3
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Octubre,25,12779,14512,27291,59.1,27.068,18.2,118.5
Neteja carrers i/o places,Nou Barris,la Prosperitat,52,2024,Setembre,16,12779,14512,27291,59.1,27.068,20.8,70.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Abril,13,3639,3985,7624,57.7,12.567,16.1,36.0
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Agost,16,3639,3985,7624,57.7,12.567,26.0,44.6
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Desembre,6,3639,3985,7624,57.7,12.567,12.1,2.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Febrer,9,3639,3985,7624,57.7,12.567,10.3,40.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Gener,16,3639,3985,7624,57.7,12.567,9.2,8.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Juliol,23,3639,3985,7624,57.7,12.567,25.5,6.2
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Juny,12,3639,3985,7624,57.7,12.567,23.4,39.8
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Maig,13,3639,3985,7624,57.7,12.567,18.1,46.5
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Març,11,3639,3985,7624,57.7,12.567,14.1,1.0
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Novembre,12,3639,3985,7624,57.7,12.567,14.8,3.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Octubre,7,3639,3985,7624,57.7,12.567,20.2,29.2
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2023,Setembre,6,3639,3985,7624,57.7,12.567,23.2,50.4
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Abril,1,3689,4037,7726,57.7,12.567,15.0,94.5
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Agost,8,3689,4037,7726,57.7,12.567,26.9,17.6
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Desembre,7,3689,4037,7726,57.7,12.567,10.4,38.4
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Febrer,8,3689,4037,7726,57.7,12.567,13.4,27.8
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Gener,11,3689,4037,7726,57.7,12.567,11.1,26.8
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Juliol,9,3689,4037,7726,57.7,12.567,25.8,33.4
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Juny,10,3689,4037,7726,57.7,12.567,21.3,74.7
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Maig,6,3689,4037,7726,57.7,12.567,18.2,29.6
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Març,3,3689,4037,7726,57.7,12.567,13.1,87.9
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Novembre,8,3689,4037,7726,57.7,12.567,14.8,54.3
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Octubre,3,3689,4037,7726,57.7,12.567,18.2,118.5
Neteja carrers i/o places,Nou Barris,la Trinitat Nova,53,2024,Setembre,7,3689,4037,7726,57.7,12.567,20.8,70.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Abril,14,7956,8567,16523,64.3,18.248,16.1,36.0
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Agost,26,7956,8567,16523,64.3,18.248,26.0,44.6
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Desembre,21,7956,8567,16523,64.3,18.248,12.1,2.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Febrer,10,7956,8567,16523,64.3,18.248,10.3,40.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Gener,19,7956,8567,16523,64.3,18.248,9.2,8.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Juliol,18,7956,8567,16523,64.3,18.248,25.5,6.2
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Juny,21,7956,8567,16523,64.3,18.248,23.4,39.8
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Maig,23,7956,8567,16523,64.3,18.248,18.1,46.5
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Març,15,7956,8567,16523,64.3,18.248,14.1,1.0
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Novembre,14,7956,8567,16523,64.3,18.248,14.8,3.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Octubre,33,7956,8567,16523,64.3,18.248,20.2,29.2
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2023,Setembre,30,7956,8567,16523,64.3,18.248,23.2,50.4
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Abril,1,8147,8794,16941,64.3,18.248,15.0,94.5
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Agost,26,8147,8794,16941,64.3,18.248,26.9,17.6
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Desembre,15,8147,8794,16941,64.3,18.248,10.4,38.4
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Febrer,9,8147,8794,16941,64.3,18.248,13.4,27.8
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Gener,17,8147,8794,16941,64.3,18.248,11.1,26.8
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Juliol,37,8147,8794,16941,64.3,18.248,25.8,33.4
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Juny,19,8147,8794,16941,64.3,18.248,21.3,74.7
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Maig,11,8147,8794,16941,64.3,18.248,18.2,29.6
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Març,5,8147,8794,16941,64.3,18.248,13.1,87.9
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Novembre,17,8147,8794,16941,64.3,18.248,14.8,54.3
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Octubre,14,8147,8794,16941,64.3,18.248,18.2,118.5
Neteja carrers i/o places,Nou Barris,les Roquetes,50,2024,Setembre,12,8147,8794,16941,64.3,18.248,20.8,70.7
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Abril,3,1262,1320,2582,23.0,3.935,16.1,36.0
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Agost,5,1262,1320,2582,23.0,3.935,26.0,44.6
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Febrer,2,1262,1320,2582,23.0,3.935,10.3,40.7
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Gener,3,1262,1320,2582,23.0,3.935,9.2,8.7
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Juliol,3,1262,1320,2582,23.0,3.935,25.5,6.2
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Juny,1,1262,1320,2582,23.0,3.935,23.4,39.8
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Març,4,1262,1320,2582,23.0,3.935,14.1,1.0
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Novembre,1,1262,1320,2582,23.0,3.935,14.8,3.7
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2023,Setembre,1,1262,1320,2582,23.0,3.935,23.2,50.4
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Agost,3,1268,1344,2612,23.0,3.935,26.9,17.6
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Desembre,2,1268,1344,2612,23.0,3.935,10.4,38.4
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Gener,1,1268,1344,2612,23.0,3.935,11.1,26.8
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Juliol,6,1268,1344,2612,23.0,3.935,25.8,33.4
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Juny,2,1268,1344,2612,23.0,3.935,21.3,74.7
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Maig,3,1268,1344,2612,23.0,3.935,18.2,29.6
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Novembre,2,1268,1344,2612,23.0,3.935,14.8,54.3
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Octubre,1,1268,1344,2612,23.0,3.935,18.2,118.5
Neteja carrers i/o places,Sant Andreu,Baró de Viver,58,2024,Setembre,2,1268,1344,2612,23.0,3.935,20.8,70.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Abril,41,10342,11722,22064,42.4,22.455,16.1,36.0
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Agost,31,10342,11722,22064,42.4,22.455,26.0,44.6
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Desembre,26,10342,11722,22064,42.4,22.455,12.1,2.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Febrer,15,10342,11722,22064,42.4,22.455,10.3,40.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Gener,18,10342,11722,22064,42.4,22.455,9.2,8.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Juliol,55,10342,11722,22064,42.4,22.455,25.5,6.2
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Juny,37,10342,11722,22064,42.4,22.455,23.4,39.8
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Maig,19,10342,11722,22064,42.4,22.455,18.1,46.5
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Març,15,10342,11722,22064,42.4,22.455,14.1,1.0
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Novembre,19,10342,11722,22064,42.4,22.455,14.8,3.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Octubre,37,10342,11722,22064,42.4,22.455,20.2,29.2
Neteja carrers i/o places,Sant Andreu,Navas,63,2023,Setembre,39,10342,11722,22064,42.4,22.455,23.2,50.4
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Abril,20,10529,11882,22411,42.4,22.455,15.0,94.5
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Agost,20,10529,11882,22411,42.4,22.455,26.9,17.6
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Desembre,36,10529,11882,22411,42.4,22.455,10.4,38.4
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Febrer,26,10529,11882,22411,42.4,22.455,13.4,27.8
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Gener,32,10529,11882,22411,42.4,22.455,11.1,26.8
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Juliol,33,10529,11882,22411,42.4,22.455,25.8,33.4
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Juny,41,10529,11882,22411,42.4,22.455,21.3,74.7
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Maig,34,10529,11882,22411,42.4,22.455,18.2,29.6
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Març,25,10529,11882,22411,42.4,22.455,13.1,87.9
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Novembre,20,10529,11882,22411,42.4,22.455,14.8,54.3
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Octubre,33,10529,11882,22411,42.4,22.455,18.2,118.5
Neteja carrers i/o places,Sant Andreu,Navas,63,2024,Setembre,39,10529,11882,22411,42.4,22.455,20.8,70.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Abril,40,27346,30556,57902,186.7,76.472,16.1,36.0
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Agost,64,27346,30556,57902,186.7,76.472,26.0,44.6
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Desembre,28,27346,30556,57902,186.7,76.472,12.1,2.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Febrer,54,27346,30556,57902,186.7,76.472,10.3,40.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Gener,45,27346,30556,57902,186.7,76.472,9.2,8.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Juliol,90,27346,30556,57902,186.7,76.472,25.5,6.2
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Juny,71,27346,30556,57902,186.7,76.472,23.4,39.8
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Maig,58,27346,30556,57902,186.7,76.472,18.1,46.5
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Març,62,27346,30556,57902,186.7,76.472,14.1,1.0
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Novembre,45,27346,30556,57902,186.7,76.472,14.8,3.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Octubre,74,27346,30556,57902,186.7,76.472,20.2,29.2
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2023,Setembre,54,27346,30556,57902,186.7,76.472,23.2,50.4
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Abril,40,27710,30941,58651,186.7,76.472,15.0,94.5
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Agost,67,27710,30941,58651,186.7,76.472,26.9,17.6
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Desembre,40,27710,30941,58651,186.7,76.472,10.4,38.4
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Febrer,39,27710,30941,58651,186.7,76.472,13.4,27.8
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Gener,36,27710,30941,58651,186.7,76.472,11.1,26.8
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Juliol,85,27710,30941,58651,186.7,76.472,25.8,33.4
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Juny,50,27710,30941,58651,186.7,76.472,21.3,74.7
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Maig,44,27710,30941,58651,186.7,76.472,18.2,29.6
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Març,44,27710,30941,58651,186.7,76.472,13.1,87.9
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Novembre,52,27710,30941,58651,186.7,76.472,14.8,54.3
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Octubre,57,27710,30941,58651,186.7,76.472,18.2,118.5
Neteja carrers i/o places,Sant Andreu,Sant Andreu,60,2024,Setembre,58,27710,30941,58651,186.7,76.472,20.8,70.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Abril,15,7218,7216,14434,186.8,17.802,16.1,36.0
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Agost,49,7218,7216,14434,186.8,17.802,26.0,44.6
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Desembre,18,7218,7216,14434,186.8,17.802,12.1,2.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Febrer,13,7218,7216,14434,186.8,17.802,10.3,40.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Gener,16,7218,7216,14434,186.8,17.802,9.2,8.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Juliol,69,7218,7216,14434,186.8,17.802,25.5,6.2
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Juny,46,7218,7216,14434,186.8,17.802,23.4,39.8
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Maig,33,7218,7216,14434,186.8,17.802,18.1,46.5
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Març,17,7218,7216,14434,186.8,17.802,14.1,1.0
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Novembre,38,7218,7216,14434,186.8,17.802,14.8,3.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Octubre,32,7218,7216,14434,186.8,17.802,20.2,29.2
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2023,Setembre,35,7218,7216,14434,186.8,17.802,23.2,50.4
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Abril,16,8025,7773,15798,186.8,17.802,15.0,94.5
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Agost,15,8025,7773,15798,186.8,17.802,26.9,17.6
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Desembre,13,8025,7773,15798,186.8,17.802,10.4,38.4
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Febrer,28,8025,7773,15798,186.8,17.802,13.4,27.8
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Gener,10,8025,7773,15798,186.8,17.802,11.1,26.8
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Juliol,19,8025,7773,15798,186.8,17.802,25.8,33.4
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Juny,16,8025,7773,15798,186.8,17.802,21.3,74.7
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Maig,30,8025,7773,15798,186.8,17.802,18.2,29.6
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Març,19,8025,7773,15798,186.8,17.802,13.1,87.9
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Novembre,13,8025,7773,15798,186.8,17.802,14.8,54.3
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Octubre,22,8025,7773,15798,186.8,17.802,18.2,118.5
Neteja carrers i/o places,Sant Andreu,el Bon Pastor,59,2024,Setembre,11,8025,7773,15798,186.8,17.802,20.8,70.7
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Abril,11,6845,7778,14623,40.9,19.129,16.1,36.0
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Agost,30,6845,7778,14623,40.9,19.129,26.0,44.6
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Desembre,18,6845,7778,14623,40.9,19.129,12.1,2.7
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Febrer,16,6845,7778,14623,40.9,19.129,10.3,40.7
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Gener,19,6845,7778,14623,40.9,19.129,9.2,8.7
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Juliol,52,6845,7778,14623,40.9,19.129,25.5,6.2
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Juny,33,6845,7778,14623,40.9,19.129,23.4,39.8
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Maig,16,6845,7778,14623,40.9,19.129,18.1,46.5
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Març,18,6845,7778,14623,40.9,19.129,14.1,1.0
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Novembre,22,6845,7778,14623,40.9,19.129,14.8,3.7
Neteja carrers i/o places,Sant Andreu,el Congrés i els Indians,62,2023,Octubre,31,6845,7778,14623,40.9,19.129,20.2,29.2
