ELEMENT,DISTRICTE,BARRI,CODI_BARRI,ANY_ALTA,MES_ALTA_NOM,RECOMPTE,POBLACIO_HOMES,POBLACIO_DONES,POBLACIO_TOTAL,SUPERFICIE_TERRITORI,SUPERFICIE_RESIDENCIAL,TEMPERATURA,PRECIPITACIONS
Recollida animals morts,Sants-Montjuïc,Sants,18,2024,Novembre,1,22840,24223,47063,109.5,59.382,14.8,54.3
Recollida animals morts,Sants-Montjuïc,Sants,18,2024,Octubre,5,22840,24223,47063,109.5,59.382,18.2,118.5
Recollida animals morts,Sants-Montjuïc,Sants,18,2024,Setembre,1,22840,24223,47063,109.5,59.382,20.8,70.7
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Abril,2,11354,13012,24366,41.5,25.112,16.1,36.0
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Agost,4,11354,13012,24366,41.5,25.112,26.0,44.6
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Gener,2,11354,13012,24366,41.5,25.112,9.2,8.7
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Juliol,3,11354,13012,24366,41.5,25.112,25.5,6.2
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Juny,2,11354,13012,24366,41.5,25.112,23.4,39.8
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Maig,3,11354,13012,24366,41.5,25.112,18.1,46.5
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Març,2,11354,13012,24366,41.5,25.112,14.1,1.0
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2023,Novembre,3,11354,13012,24366,41.5,25.112,14.8,3.7
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Abril,1,11642,13289,24931,41.5,25.112,15.0,94.5
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Agost,4,11642,13289,24931,41.5,25.112,26.9,17.6
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Febrer,2,11642,13289,24931,41.5,25.112,13.4,27.8
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Juliol,2,11642,13289,24931,41.5,25.112,25.8,33.4
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Maig,1,11642,13289,24931,41.5,25.112,18.2,29.6
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Març,1,11642,13289,24931,41.5,25.112,13.1,87.9
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Octubre,1,11642,13289,24931,41.5,25.112,18.2,118.5
Recollida animals morts,Sants-Montjuïc,Sants - Badal,17,2024,Setembre,3,11642,13289,24931,41.5,25.112,20.8,70.7
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Abril,1,19129,19649,38778,458.5,38.147,16.1,36.0
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Agost,4,19129,19649,38778,458.5,38.147,26.0,44.6
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Desembre,4,19129,19649,38778,458.5,38.147,12.1,2.7
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Febrer,2,19129,19649,38778,458.5,38.147,10.3,40.7
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Juliol,2,19129,19649,38778,458.5,38.147,25.5,6.2
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Juny,6,19129,19649,38778,458.5,38.147,23.4,39.8
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Maig,1,19129,19649,38778,458.5,38.147,18.1,46.5
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Març,4,19129,19649,38778,458.5,38.147,14.1,1.0
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Novembre,2,19129,19649,38778,458.5,38.147,14.8,3.7
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Octubre,3,19129,19649,38778,458.5,38.147,20.2,29.2
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2023,Setembre,11,19129,19649,38778,458.5,38.147,23.2,50.4
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Abril,3,19275,19902,39177,458.5,38.147,15.0,94.5
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Agost,4,19275,19902,39177,458.5,38.147,26.9,17.6
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Desembre,1,19275,19902,39177,458.5,38.147,10.4,38.4
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Febrer,2,19275,19902,39177,458.5,38.147,13.4,27.8
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Juliol,3,19275,19902,39177,458.5,38.147,25.8,33.4
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Juny,2,19275,19902,39177,458.5,38.147,21.3,74.7
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Maig,4,19275,19902,39177,458.5,38.147,18.2,29.6
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Març,2,19275,19902,39177,458.5,38.147,13.1,87.9
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Novembre,2,19275,19902,39177,458.5,38.147,14.8,54.3
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Octubre,5,19275,19902,39177,458.5,38.147,18.2,118.5
Recollida animals morts,Sants-Montjuïc,el Poble-sec,11,2024,Setembre,5,19275,19902,39177,458.5,38.147,20.8,70.7
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Abril,2,9361,10367,19728,57.2,20.775,16.1,36.0
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Agost,1,9361,10367,19728,57.2,20.775,26.0,44.6
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Juliol,2,9361,10367,19728,57.2,20.775,25.5,6.2
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Juny,3,9361,10367,19728,57.2,20.775,23.4,39.8
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Maig,1,9361,10367,19728,57.2,20.775,18.1,46.5
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Març,1,9361,10367,19728,57.2,20.775,14.1,1.0
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2023,Octubre,2,9361,10367,19728,57.2,20.775,20.2,29.2
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Abril,3,9652,10740,20392,57.2,20.775,15.0,94.5
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Agost,1,9652,10740,20392,57.2,20.775,26.9,17.6
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Desembre,1,9652,10740,20392,57.2,20.775,10.4,38.4
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Febrer,2,9652,10740,20392,57.2,20.775,13.4,27.8
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Gener,1,9652,10740,20392,57.2,20.775,11.1,26.8
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Juliol,5,9652,10740,20392,57.2,20.775,25.8,33.4
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Juny,2,9652,10740,20392,57.2,20.775,21.3,74.7
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Maig,2,9652,10740,20392,57.2,20.775,18.2,29.6
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Març,2,9652,10740,20392,57.2,20.775,13.1,87.9
Recollida animals morts,Sants-Montjuïc,la Bordeta,16,2024,Octubre,3,9652,10740,20392,57.2,20.775,18.2,118.5
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2023,Juliol,2,5213,5286,10499,29.7,11.541,25.5,6.2
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2023,Juny,2,5213,5286,10499,29.7,11.541,23.4,39.8
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2023,Novembre,1,5213,5286,10499,29.7,11.541,14.8,3.7
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2023,Octubre,1,5213,5286,10499,29.7,11.541,20.2,29.2
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2024,Agost,1,5260,5439,10699,29.7,11.541,26.9,17.6
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2024,Juny,1,5260,5439,10699,29.7,11.541,21.3,74.7
Recollida animals morts,Sants-Montjuïc,la Font de la Guatlla,14,2024,Octubre,1,5260,5439,10699,29.7,11.541,18.2,118.5
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Abril,1,14592,15845,30437,126.9,38.958,16.1,36.0
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Agost,2,14592,15845,30437,126.9,38.958,26.0,44.6
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Desembre,2,14592,15845,30437,126.9,38.958,12.1,2.7
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Gener,1,14592,15845,30437,126.9,38.958,9.2,8.7
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Juny,3,14592,15845,30437,126.9,38.958,23.4,39.8
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Maig,2,14592,15845,30437,126.9,38.958,18.1,46.5
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Novembre,3,14592,15845,30437,126.9,38.958,14.8,3.7
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Octubre,1,14592,15845,30437,126.9,38.958,20.2,29.2
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2023,Setembre,3,14592,15845,30437,126.9,38.958,23.2,50.4
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Agost,4,14796,16164,30960,126.9,38.958,26.9,17.6
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Febrer,1,14796,16164,30960,126.9,38.958,13.4,27.8
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Gener,4,14796,16164,30960,126.9,38.958,11.1,26.8
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Juliol,5,14796,16164,30960,126.9,38.958,25.8,33.4
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Juny,4,14796,16164,30960,126.9,38.958,21.3,74.7
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Maig,3,14796,16164,30960,126.9,38.958,18.2,29.6
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Març,3,14796,16164,30960,126.9,38.958,13.1,87.9
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Novembre,3,14796,16164,30960,126.9,38.958,14.8,54.3
Recollida animals morts,Sants-Montjuïc,la Marina de Port,13,2024,Setembre,2,14796,16164,30960,126.9,38.958,20.8,70.7
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Abril,3,847,831,1678,1423.7,36.02,16.1,36.0
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Agost,1,847,831,1678,1423.7,36.02,26.0,44.6
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Juliol,1,847,831,1678,1423.7,36.02,25.5,6.2
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Març,1,847,831,1678,1423.7,36.02,14.1,1.0
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Octubre,1,847,831,1678,1423.7,36.02,20.2,29.2
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2023,Setembre,1,847,831,1678,1423.7,36.02,23.2,50.4
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2024,Agost,1,994,983,1977,1423.7,36.02,26.9,17.6
Recollida animals morts,Sants-Montjuïc,la Marina del Prat Vermell,12,2024,Octubre,2,994,983,1977,1423.7,36.02,18.2,118.5
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Abril,13,21630,26044,47674,166.9,95.367,16.1,36.0
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Agost,2,21630,26044,47674,166.9,95.367,26.0,44.6
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Febrer,2,21630,26044,47674,166.9,95.367,10.3,40.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Juliol,4,21630,26044,47674,166.9,95.367,25.5,6.2
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Juny,2,21630,26044,47674,166.9,95.367,23.4,39.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Maig,2,21630,26044,47674,166.9,95.367,18.1,46.5
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Març,1,21630,26044,47674,166.9,95.367,14.1,1.0
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Novembre,1,21630,26044,47674,166.9,95.367,14.8,3.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2023,Octubre,1,21630,26044,47674,166.9,95.367,20.2,29.2
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Febrer,2,21990,26408,48398,166.9,95.367,13.4,27.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Gener,1,21990,26408,48398,166.9,95.367,11.1,26.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Juliol,2,21990,26408,48398,166.9,95.367,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Juny,1,21990,26408,48398,166.9,95.367,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Maig,1,21990,26408,48398,166.9,95.367,18.2,29.6
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Novembre,1,21990,26408,48398,166.9,95.367,14.8,54.3
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,2024,Setembre,3,21990,26408,48398,166.9,95.367,20.8,70.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Abril,1,11921,14214,26135,223.4,82.077,16.1,36.0
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Agost,2,11921,14214,26135,223.4,82.077,26.0,44.6
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Febrer,1,11921,14214,26135,223.4,82.077,10.3,40.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Juliol,4,11921,14214,26135,223.4,82.077,25.5,6.2
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Juny,3,11921,14214,26135,223.4,82.077,23.4,39.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Març,1,11921,14214,26135,223.4,82.077,14.1,1.0
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2023,Octubre,2,11921,14214,26135,223.4,82.077,20.2,29.2
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Agost,1,12215,14535,26750,223.4,82.077,26.9,17.6
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Desembre,1,12215,14535,26750,223.4,82.077,10.4,38.4
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Febrer,1,12215,14535,26750,223.4,82.077,13.4,27.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Gener,1,12215,14535,26750,223.4,82.077,11.1,26.8
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Juliol,2,12215,14535,26750,223.4,82.077,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Juny,1,12215,14535,26750,223.4,82.077,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Maig,3,12215,14535,26750,223.4,82.077,18.2,29.6
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Març,1,12215,14535,26750,223.4,82.077,13.1,87.9
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Octubre,1,12215,14535,26750,223.4,82.077,18.2,118.5
Recollida animals morts,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,2024,Setembre,2,12215,14535,26750,223.4,82.077,20.8,70.7
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Agost,2,11534,13324,24858,304.7,95.432,26.0,44.6
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Desembre,1,11534,13324,24858,304.7,95.432,12.1,2.7
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Gener,3,11534,13324,24858,304.7,95.432,9.2,8.7
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Juliol,4,11534,13324,24858,304.7,95.432,25.5,6.2
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Maig,4,11534,13324,24858,304.7,95.432,18.1,46.5
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Novembre,1,11534,13324,24858,304.7,95.432,14.8,3.7
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2023,Octubre,2,11534,13324,24858,304.7,95.432,20.2,29.2
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Abril,2,11673,13440,25113,304.7,95.432,15.0,94.5
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Febrer,1,11673,13440,25113,304.7,95.432,13.4,27.8
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Juliol,1,11673,13440,25113,304.7,95.432,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Juny,5,11673,13440,25113,304.7,95.432,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Octubre,1,11673,13440,25113,304.7,95.432,18.2,118.5
Recollida animals morts,Sarrià-Sant Gervasi,Sarrià,23,2024,Setembre,1,11673,13440,25113,304.7,95.432,20.8,70.7
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2023,Abril,1,2384,2447,4831,1132.9,241.987,16.1,36.0
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2023,Maig,1,2384,2447,4831,1132.9,241.987,18.1,46.5
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2023,Octubre,1,2384,2447,4831,1132.9,241.987,20.2,29.2
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2023,Setembre,1,2384,2447,4831,1132.9,241.987,23.2,50.4
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Abril,1,2437,2464,4901,1132.9,241.987,15.0,94.5
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Desembre,3,2437,2464,4901,1132.9,241.987,10.4,38.4
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Gener,2,2437,2464,4901,1132.9,241.987,11.1,26.8
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Juliol,1,2437,2464,4901,1132.9,241.987,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Juny,1,2437,2464,4901,1132.9,241.987,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,Vallvidrera el Tibidabo i les Planes,22,2024,Maig,3,2437,2464,4901,1132.9,241.987,18.2,29.6
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Abril,1,13735,16295,30030,84.8,53.11,16.1,36.0
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Agost,3,13735,16295,30030,84.8,53.11,26.0,44.6
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Febrer,1,13735,16295,30030,84.8,53.11,10.3,40.7
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Juliol,2,13735,16295,30030,84.8,53.11,25.5,6.2
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Juny,2,13735,16295,30030,84.8,53.11,23.4,39.8
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Maig,1,13735,16295,30030,84.8,53.11,18.1,46.5
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Novembre,1,13735,16295,30030,84.8,53.11,14.8,3.7
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2023,Setembre,1,13735,16295,30030,84.8,53.11,23.2,50.4
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Abril,1,13844,16491,30335,84.8,53.11,15.0,94.5
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Agost,1,13844,16491,30335,84.8,53.11,26.9,17.6
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Febrer,1,13844,16491,30335,84.8,53.11,13.4,27.8
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Gener,1,13844,16491,30335,84.8,53.11,11.1,26.8
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Juliol,3,13844,16491,30335,84.8,53.11,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Juny,1,13844,16491,30335,84.8,53.11,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Maig,1,13844,16491,30335,84.8,53.11,18.2,29.6
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Març,2,13844,16491,30335,84.8,53.11,13.1,87.9
Recollida animals morts,Sarrià-Sant Gervasi,el Putxet i el Farró,27,2024,Setembre,1,13844,16491,30335,84.8,53.11,20.8,70.7
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2023,Juny,1,7585,8691,16276,78.8,42.473,23.4,39.8
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2023,Maig,1,7585,8691,16276,78.8,42.473,18.1,46.5
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2024,Agost,2,7715,8678,16393,78.8,42.473,26.9,17.6
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2024,Juliol,1,7715,8678,16393,78.8,42.473,25.8,33.4
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2024,Juny,1,7715,8678,16393,78.8,42.473,21.3,74.7
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2024,Maig,3,7715,8678,16393,78.8,42.473,18.2,29.6
Recollida animals morts,Sarrià-Sant Gervasi,les Tres Torres,24,2024,Novembre,2,7715,8678,16393,78.8,42.473,14.8,54.3
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Abril,8,10868,11173,22041,111.0,32.401,16.1,36.0
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Agost,11,10868,11173,22041,111.0,32.401,26.0,44.6
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Desembre,7,10868,11173,22041,111.0,32.401,12.1,2.7
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Febrer,9,10868,11173,22041,111.0,32.401,10.3,40.7
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Gener,17,10868,11173,22041,111.0,32.401,9.2,8.7
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Juliol,11,10868,11173,22041,111.0,32.401,25.5,6.2
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Juny,16,10868,11173,22041,111.0,32.401,23.4,39.8
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Maig,14,10868,11173,22041,111.0,32.401,18.1,46.5
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Març,20,10868,11173,22041,111.0,32.401,14.1,1.0
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Novembre,13,10868,11173,22041,111.0,32.401,14.8,3.7
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Octubre,17,10868,11173,22041,111.0,32.401,20.2,29.2
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2023,Setembre,14,10868,11173,22041,111.0,32.401,23.2,50.4
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Abril,10,11105,11368,22473,111.0,32.401,15.0,94.5
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Agost,47,11105,11368,22473,111.0,32.401,26.9,17.6
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Desembre,13,11105,11368,22473,111.0,32.401,10.4,38.4
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Febrer,23,11105,11368,22473,111.0,32.401,13.4,27.8
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Gener,15,11105,11368,22473,111.0,32.401,11.1,26.8
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Juliol,33,11105,11368,22473,111.0,32.401,25.8,33.4
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Juny,20,11105,11368,22473,111.0,32.401,21.3,74.7
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Maig,18,11105,11368,22473,111.0,32.401,18.2,29.6
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Març,10,11105,11368,22473,111.0,32.401,13.1,87.9
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Novembre,18,11105,11368,22473,111.0,32.401,14.8,54.3
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Octubre,21,11105,11368,22473,111.0,32.401,18.2,118.5
Recollida comercial,Ciutat Vella,Sant Pere Santa Caterina i la Ribera,4,2024,Setembre,43,11105,11368,22473,111.0,32.401,20.8,70.7
Recollida comercial,Ciutat Vella,el Barri Gòtic,2,2023,Abril,21,15184,9276,24460,81.6,34.15,16.1,36.0
Recollida comercial,Ciutat Vella,el Barri Gòtic,2,2023,Agost,14,15184,9276,24460,81.6,34.15,26.0,44.6
Recollida comercial,Ciutat Vella,el Barri Gòtic,2,2023,Desembre,14,15184,9276,24460,81.6,34.15,12.1,2.7
Recollida comercial,Ciutat Vella,el Barri Gòtic,2,2023,Febrer,15,15184,9276,24460,81.6,34.15,10.3,40.7
Recollida comercial,Ciutat Vella,el Barri Gòtic,2,2023,Gener,20,15184,9276,24460,81.6,34.15,9.2,8.7
